annotation_id,annotator,categories,comment,created_at,id,lead_time,rating,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
1246,1,Понравилось выполнение заявки,спасибо за порядок на нашей площадке,2025-05-17T09:39:03.991233Z,4192829,5.303,5,2025-05-17T09:39:03.991233Z,0,0,0,0,1
1247,1,Нравится скорость отработки заявок,отработали оперативно,2025-05-17T09:39:08.561384Z,4192809,3.007,5,2025-05-17T09:39:08.561384Z,0,0,0,1,0
1248,1,Нравится скорость отработки заявок,быстро класс,2025-05-17T09:39:13.612733Z,4192803,3.453,5,2025-05-17T09:39:13.612733Z,0,0,0,1,0
1249,1,Другое,неверный логин пароль,2025-05-17T09:39:17.895155Z,4192799,2.688,5,2025-05-17T09:39:17.895155Z,0,0,0,0,0
1250,1,Нравится скорость отработки заявок,все оперативно спасибо,2025-05-17T09:39:22.124189Z,4192791,2.542,5,2025-05-17T09:39:22.124189Z,0,0,0,1,0
1251,1,Другое,неверный логин и пароль,2025-05-17T09:39:26.618855Z,4192779,2.508,5,2025-05-17T09:39:26.618855Z,0,0,0,0,0
1252,1,Нравится скорость отработки заявок,все быстро четко спасибо,2025-05-17T09:39:32.389237Z,4192700,4.232,5,2025-05-17T09:39:32.389237Z,0,0,0,1,0
1253,1,Другое,надеюсь что закрепили а не просто втолкнули назад проверю вечером,2025-05-17T09:39:39.818896Z,4192664,5.665,5,2025-05-17T09:39:39.818896Z,0,0,0,0,0
1254,1,Вопрос решен,все работает,2025-05-17T09:39:43.965019Z,4192425,2.531,5,2025-05-17T09:39:43.965019Z,1,0,0,0,0
1255,1,Нравится скорость отработки заявок,благодарю за оперативное решение,2025-05-17T09:39:54.087190Z,4192420,8.444,5,2025-05-17T09:39:54.087190Z,0,0,0,1,0
1256,1,Другое,помыт только пол двери где входная группа так и в пыли,2025-05-17T09:40:03.522753Z,4192400,7.715,5,2025-05-17T09:40:03.522753Z,0,0,0,0,0
1257,1,Нравится скорость отработки заявок,оперативно и быстро все сделали что требовалось,2025-05-17T09:40:10.016025Z,4192384,4.784,5,2025-05-17T09:40:10.016025Z,0,0,0,1,0
1258,1,Нравится скорость отработки заявок,первый раз за лет заявка выполнена как полагается и оперативно спасибо,2025-05-17T09:40:26.554078Z,4192338,14.869,5,2025-05-17T09:40:26.554078Z,0,0,0,1,0
1259,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",быстро отреагировали техник позвонил что то где то сделал отопление снова греет спасибо,2025-05-17T09:40:34.458556Z,4192327,6.158,5,2025-05-17T09:40:34.458556Z,0,0,1,1,0
1260,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",отреагировали моментально сантехник нашел причину быстро и устранил быстро спасибо большое,2025-05-17T09:40:43.082296Z,4192161,7.013,5,2025-05-17T09:40:43.082296Z,0,0,1,1,0
1261,1,Понравилось выполнение заявки,вы лучшие благодарю,2025-05-17T09:40:49.346716Z,4192111,4.626,5,2025-05-17T09:40:49.346716Z,0,0,0,0,1
1262,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",отличная работа быстро и качественно,2025-05-17T09:40:56.095817Z,4191863,5.096,5,2025-05-17T09:40:56.095817Z,0,1,0,1,0
1263,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",отличная работа быстро качественно,2025-05-17T09:41:07.161428Z,4191852,9.503,5,2025-05-17T09:41:07.162602Z,0,1,0,1,0
1264,1,Другое,не доделали работу до конца ушли пока трудно оценить устранили ли причину протечки,2025-05-17T09:41:13.141886Z,4191814,4.305,5,2025-05-17T09:41:13.141886Z,0,0,0,0,0
1265,1,Вопрос решен,очень благодарны,2025-05-17T09:41:19.270907Z,4191800,4.425,5,2025-05-17T09:41:19.270907Z,1,0,0,0,0
1266,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",спасибо за ремонт приступили к работам в тот же день,2025-05-17T09:41:27.275036Z,4191795,6.291,5,2025-05-17T09:41:27.275036Z,1,0,0,1,0
1267,1,Другое,посыпали песком но не везде упала на парковке и разбила руку,2025-05-17T09:41:33.070891Z,4191725,4.137,5,2025-05-17T09:41:33.070891Z,0,0,0,0,0
1268,1,Вопрос решен,все объяснил обнаружил утечку сверху залитие приостановлено благодарю,2025-05-17T09:41:49.303662Z,4191673,14.494,5,2025-05-17T09:41:49.303662Z,1,0,0,0,0
1269,1,Другое,да заработало,2025-05-17T09:41:53.948411Z,4191635,2.868,5,2025-05-17T09:41:53.948411Z,0,0,0,0,0
1270,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо мастер пришёл очень быстро,2025-05-17T09:42:03.237204Z,4191625,5.316,5,2025-05-17T09:42:03.237204Z,0,0,1,1,0
1271,1,Нравится скорость отработки заявок,спасибо очень быстро отреагировали и заменили лампу не только на этаже но и на первом благодарю,2025-05-17T09:42:09.678452Z,4191616,4.837,5,2025-05-17T09:42:09.678452Z,0,0,0,1,0
1272,1,Нравится скорость отработки заявок,сделали все быстро,2025-05-17T09:42:14.640427Z,4191610,3.296,5,2025-05-17T09:42:14.640427Z,0,0,0,1,0
1273,1,Нравится скорость отработки заявок,быстро сделали спасибо,2025-05-17T09:42:18.410854Z,4191609,2.072,5,2025-05-17T09:42:18.410854Z,0,0,0,1,0
1274,1,Вопрос решен,спасибо хорошо убрали,2025-05-17T09:42:24.238725Z,4191309,4.074,5,2025-05-17T09:42:24.238725Z,1,0,0,0,0
1275,1,Вопрос решен,очень чисто спасибо за уборку,2025-05-17T09:42:29.669767Z,4191296,3.613,5,2025-05-17T09:42:29.669767Z,1,0,0,0,0
1276,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",большое спасибо все выполнено оперативно и качественно,2025-05-17T09:42:35.168427Z,4191260,3.664,5,2025-05-17T09:42:35.168427Z,0,1,0,1,0
1277,1,Вопрос решен,спасибо заявка выполнена,2025-05-17T09:42:41.932509Z,4191047,5.108,5,2025-05-17T09:42:41.932509Z,1,0,0,0,0
1278,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",на заявку отреагировали ночью мгновенно течь устранена операивно и качественно спасибо всем и виктору персонально,2025-05-17T09:42:50.973444Z,4190995,7.207,5,2025-05-17T09:42:50.973444Z,0,1,1,1,0
1279,1,Нравится скорость отработки заявок,спасибо оперативно отреагировали перекрыли воду,2025-05-17T09:42:55.771770Z,4190986,3.093,5,2025-05-17T09:42:55.771770Z,0,0,0,1,0
1280,1,Вопрос решен,выполнено спасибо,2025-05-17T09:42:59.749359Z,4190976,2.217,5,2025-05-17T09:42:59.749359Z,1,0,0,0,0
1281,1,Нравится скорость отработки заявок,очень быстро решил проблему,2025-05-17T09:43:04.142330Z,4190855,2.665,5,2025-05-17T09:43:04.142330Z,0,0,0,1,0
1282,1,Нравится скорость отработки заявок,спасибо большое вы очень аперативные,2025-05-17T09:43:09.766062Z,4190830,3.936,5,2025-05-17T09:43:09.766062Z,0,0,0,1,0
1283,1,Нравится скорость отработки заявок,все оперативно устранили,2025-05-17T09:43:14.490481Z,4190827,2.987,5,2025-05-17T09:43:14.490481Z,0,0,0,1,0
1284,1,Другое,хорошо что решили вопрос но тем не менее человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды,2025-05-17T09:43:24.479894Z,4190748,8.317,5,2025-05-17T09:43:24.479894Z,0,0,0,0,0
1285,1,Нравится скорость отработки заявок,четко оперативно,2025-05-17T09:43:29.195474Z,4190727,3.004,5,2025-05-17T09:43:29.195474Z,0,0,0,1,0
1286,1,Другое,причину выяснили но дверь как была открыта так и осталась вопрос не был решен,2025-05-17T09:43:36.747263Z,4190696,5.71,5,2025-05-17T09:43:36.747263Z,0,0,0,0,0
1287,1,Нравится скорость отработки заявок,очень быстро отреагировали,2025-05-17T09:43:40.603777Z,4190639,2.249,5,2025-05-17T09:43:40.603777Z,0,0,0,1,0
1288,1,Другое,частично произведена уборка засохшое дерьмо в углу так и осталось не убранным,2025-05-17T09:43:49.540349Z,4190613,6.844,5,2025-05-17T09:43:49.540349Z,0,0,0,0,0
1289,1,Нравится скорость отработки заявок,спасибо что быстро исправили,2025-05-17T09:43:53.879815Z,4190484,2.677,5,2025-05-17T09:43:53.879815Z,0,0,0,1,0
1290,1,Нравится скорость отработки заявок,все быстро и хорошо,2025-05-17T09:43:58.297415Z,4190280,2.62,5,2025-05-17T09:43:58.297415Z,0,0,0,1,0
1291,1,Вопрос решен,долго но всё равно спасибо,2025-05-17T09:44:02.953287Z,4190237,2.955,5,2025-05-17T09:44:02.953287Z,1,0,0,0,0
1292,1,Нравится скорость отработки заявок,спасибо быстро отреагировали,2025-05-17T09:44:07.375133Z,4190112,2.598,5,2025-05-17T09:44:07.375133Z,0,0,0,1,0
1293,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",оперативно доброжелательно и качественно огромное спасибо за помощь,2025-05-17T09:44:14.914891Z,4189998,5.835,5,2025-05-17T09:44:14.914891Z,0,1,0,1,0
1294,1,Нравится скорость отработки заявок,быстро и вовремя,2025-05-17T09:44:18.785504Z,4189874,2.164,5,2025-05-17T09:44:18.785504Z,0,0,0,1,0
1295,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",огромное спасибо за мгновенную помощь очень приятно что так быстро среагировали и понятно объяснили какие кнопки нажимать теперь я знаю что делать в подобных случаях ещё раз спасибо,2025-05-17T09:44:32.030917Z,4189813,11.434,5,2025-05-17T09:44:32.030917Z,0,0,0,1,1
1296,1,Нравится скорость отработки заявок,быстро сработали,2025-05-17T09:44:36.041620Z,4189802,2.369,5,2025-05-17T09:44:36.041620Z,0,0,0,1,0
1297,1,Нравится скорость отработки заявок,огромное спасибо за оперативную помощь,2025-05-17T09:44:41.355639Z,4189612,3.481,5,2025-05-17T09:44:41.355639Z,0,0,0,1,0
1298,1,Нравится скорость отработки заявок,всё решили быстро,2025-05-17T09:44:45.829887Z,4189591,2.759,5,2025-05-17T09:44:45.829887Z,0,0,0,1,0
1299,1,Другое,на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео,2025-05-17T09:44:58.920020Z,4189282,11.425,5,2025-05-17T09:44:58.920020Z,0,0,0,0,0
1300,1,Нравится качество работы сотрудников,спасибо огромное андрею мастер своего дела,2025-05-17T09:45:04.377251Z,4189200,3.712,5,2025-05-17T09:45:04.377251Z,0,0,1,0,0
1301,1,Вопрос решен,благодарим,2025-05-17T09:45:16.838962Z,4189189,10.785,5,2025-05-17T09:45:16.838962Z,1,0,0,0,0
1302,1,Нравится качество работы сотрудников,отличный мастер приходил отзывчивый все устранил,2025-05-17T09:45:21.699909Z,4189147,3.193,5,2025-05-17T09:45:21.699909Z,0,0,1,0,0
1303,1,Другое,ура спасибо большое а можно их ещё отрегулировать чтобы медленно закрывались двери,2025-05-17T09:45:28.452977Z,4188873,4.701,5,2025-05-17T09:45:28.452977Z,0,0,0,0,0
1304,1,Нравится скорость отработки заявок,вот это скорость выполнения заявки вот это я понимаю в пример всем остальным спасибо большое,2025-05-17T09:45:35.436943Z,4188867,5.376,5,2025-05-17T09:45:35.436943Z,0,0,0,1,0
1305,1,"{""choices"":[""Вопрос решен"",""Другое""]}",воду дали но не понятно почему ее не было,2025-05-17T09:45:44.610970Z,4188741,7.509,5,2025-05-17T09:45:44.611981Z,1,0,0,0,0
1306,1,Нравится скорость отработки заявок,пришли быстро всё исправили на щитке как оказалось у многих плохо прикручены контакты спасибо,2025-05-17T09:45:51.565837Z,4188691,5.208,5,2025-05-17T09:45:51.565837Z,0,0,0,1,0
1307,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",оперативно качественно и доброжелательно,2025-05-17T09:45:56.799490Z,4188688,3.542,5,2025-05-17T09:45:56.799490Z,0,1,0,1,0
1308,1,Нравится скорость отработки заявок,благодарю вас за быструю услугу,2025-05-17T09:46:02.388905Z,4188654,3.88,5,2025-05-17T09:46:02.388905Z,0,0,0,1,0
1309,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",благодарю за выполненную работу быстро и качественно,2025-05-17T09:46:07.124403Z,4188649,2.991,5,2025-05-17T09:46:07.124403Z,0,1,0,1,0
1310,1,Вопрос решен,отличная работа спасибо,2025-05-17T09:46:12.269025Z,4188411,3.438,5,2025-05-17T09:46:12.269025Z,1,0,0,0,0
1311,1,Нравится скорость отработки заявок,оперативно помогли,2025-05-17T09:46:16.396720Z,4188357,2.358,5,2025-05-17T09:46:16.396720Z,0,0,0,1,0
1312,1,Вопрос решен,протечки устранена спасибо,2025-05-17T09:46:24.062147Z,4188302,5.995,5,2025-05-17T09:46:24.062147Z,1,0,0,0,0
1313,1,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",спасибо большое в квартире а в правду очень тепло стало как сделали отопление вот что значит опытные сантехники,2025-05-17T09:46:40.154533Z,4188256,14.297,5,2025-05-17T09:46:40.154533Z,1,0,1,0,0
1314,1,Другое,этот же автомобиль в этом же месте припаркован на данный момент из за этого автомобиля участок еле проходим,2025-05-17T09:46:49.961622Z,4188199,8.134,5,2025-05-17T09:46:49.961622Z,0,0,0,0,0
1315,1,Нравится скорость отработки заявок,добрый день спасибо за понимание и быстрое решение,2025-05-17T09:46:56.903940Z,4188140,5.248,5,2025-05-17T09:46:56.903940Z,0,0,0,1,0
1316,1,Вопрос решен,спасибо за решение проблемы,2025-05-17T09:47:01.791694Z,4188136,2.973,5,2025-05-17T09:47:01.791694Z,1,0,0,0,0
1317,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",во время устранили,2025-05-17T09:47:09.336476Z,4188133,5.671,5,2025-05-17T09:47:09.336476Z,1,0,0,1,0
1318,1,Вопрос решен,большое вам спасибо,2025-05-17T09:47:13.604770Z,4188057,2.481,5,2025-05-17T09:47:13.604770Z,1,0,0,0,0
1319,1,Нравится скорость отработки заявок,спасибо оперативно все починили,2025-05-17T09:47:20.341461Z,4188030,4.98,5,2025-05-17T09:47:20.341461Z,0,0,0,1,0
1320,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",мастер оперативно нашел причину протечки,2025-05-17T09:47:26.900519Z,4188008,4.323,5,2025-05-17T09:47:26.900519Z,0,0,1,1,0
1321,1,Нравится скорость отработки заявок,отлично все устранили в кратчайший срок благодарю,2025-05-17T09:47:32.826184Z,4187925,4.147,5,2025-05-17T09:47:32.826184Z,0,0,0,1,0
1322,1,Вопрос решен,пока работает всё хорошо,2025-05-17T09:47:38.740470Z,4187767,4.217,5,2025-05-17T09:47:38.740470Z,1,0,0,0,0
1323,1,Другое,убрали,2025-05-17T09:47:43.330581Z,4187651,2.838,5,2025-05-17T09:47:43.330581Z,0,0,0,0,0
1324,1,Нравится качество работы сотрудников,мастер супер спасибо огромное,2025-05-17T09:47:49.952159Z,4187591,4.795,5,2025-05-17T09:47:49.952159Z,0,0,1,0,0
1325,1,Вопрос решен,спасибо огромное всё профессионально,2025-05-17T09:47:55.600403Z,4187529,3.93,5,2025-05-17T09:47:55.600403Z,1,0,0,0,0
1326,1,Вопрос решен,всё работает спасибо,2025-05-17T09:47:59.110212Z,4187508,1.82,5,2025-05-17T09:47:59.110212Z,1,0,0,0,0
1327,1,Нравится качество работы сотрудников,андрей с товарищем все исправили отличная работа,2025-05-17T09:48:03.423495Z,4187459,2.492,5,2025-05-17T09:48:03.423495Z,0,0,1,0,0
1328,1,Другое,я сделала ремонт в коридоре и если в подвале сухо но надеюсь что от грибка в квартире больше нет благодарю за фото,2025-05-17T09:48:12.464651Z,4187426,7.307,5,2025-05-17T09:48:12.464651Z,0,0,0,0,0
1329,1,Вопрос решен,спасибо огромное у нас в самолёте первоклассные специалисты,2025-05-17T09:48:23.789361Z,4187271,9.621,5,2025-05-17T09:48:23.789361Z,1,0,0,0,0
1330,1,Другое,ну здесь в целом могу сказать что заявку выполнили здесь вам спасибо,2025-05-17T09:48:30.641923Z,4187234,4.905,5,2025-05-17T09:48:30.641923Z,0,0,0,0,0
1331,1,Нравится качество выполнения заявки,спасибо большое за компетентное разъяснение вопроса,2025-05-17T09:48:36.151290Z,4187231,3.639,5,2025-05-17T09:48:36.151290Z,0,1,0,0,0
1332,1,Другое,было бы хорошо чтобы они не ломались каждый жень они же новые,2025-05-17T09:48:42.195830Z,4187213,4.321,5,2025-05-17T09:48:42.195830Z,0,0,0,0,0
1333,1,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке по устранению последствий аварии грачев михаил и голубев прошу прощения не знаю имени очень качественно на высшем уровне выполнили свою работу даже профессинал высоко оценил,2025-05-17T09:49:07.201422Z,4187157,23.066,5,2025-05-17T09:49:07.201422Z,0,1,1,0,0
1334,1,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",супер мастер протечка устранена спасибо,2025-05-17T09:49:13.508622Z,4187124,4.584,5,2025-05-17T09:49:13.508622Z,1,0,1,0,0
1335,1,Другое,так и не работает дверь входная и дамовон,2025-05-17T09:49:18.427032Z,4187095,3.083,5,2025-05-17T09:49:18.427032Z,0,0,0,0,0
1336,1,Другое,хотелось бы чтобы работа выполнялась постоянно без заявок,2025-05-17T09:49:24.826082Z,4187034,4.558,5,2025-05-17T09:49:24.826082Z,0,0,0,0,0
1337,1,Нравится скорость отработки заявок,удивлен что так быстро среагировали,2025-05-17T09:49:31.142869Z,4186976,4.488,5,2025-05-17T09:49:31.142869Z,0,0,0,1,0
1338,1,Нравится качество работы сотрудников,все супер отличный спокойный мастер,2025-05-17T09:49:36.929138Z,4186936,3.988,5,2025-05-17T09:49:36.929138Z,0,0,1,0,0
1339,1,Нравится качество работы сотрудников,большой спасибо татьяне,2025-05-17T09:49:41.793340Z,4186872,3.057,5,2025-05-17T09:49:41.793340Z,0,0,1,0,0
1340,1,Вопрос решен,шум прошел надеюсь не повторится спасибо,2025-05-17T09:49:47.432963Z,4186811,3.772,5,2025-05-17T09:49:47.432963Z,1,0,0,0,0
1341,1,Нравится скорость отработки заявок,спасибо очень быстро всё сделали,2025-05-17T09:49:51.532640Z,4186802,2.335,5,2025-05-17T09:49:51.532640Z,0,0,0,1,0
1342,1,Другое,звезд заочно так как специалист дал оперативную и грамотную консультацию но проблема пока не решена,2025-05-17T09:50:00.258262Z,4186779,6.926,5,2025-05-17T09:50:00.258262Z,0,0,0,0,0
1343,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",оперативно пришел сотрудник и нашел источник протечки,2025-05-17T09:50:07.921190Z,4186370,5.66,5,2025-05-17T09:50:07.921190Z,0,0,1,1,0
1344,1,Нравится скорость отработки заявок,быстро приняли меры,2025-05-17T09:50:12.106838Z,4186346,2.299,5,2025-05-17T09:50:12.106838Z,0,0,0,1,0
1345,1,Вопрос решен,все сделали,2025-05-17T09:50:16.530467Z,4186341,2.637,5,2025-05-17T09:50:16.530467Z,1,0,0,0,0
1346,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",все сделано грамотно и оперативно,2025-05-17T09:50:24.385636Z,4186199,5.533,5,2025-05-17T09:50:24.385636Z,0,1,0,1,0
1347,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",быстро качественно результативно спасибо,2025-05-17T09:50:30.373638Z,4186065,4.033,5,2025-05-17T09:50:30.373638Z,0,1,0,1,0
1348,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",спасибо большое все быстро починили,2025-05-17T09:50:35.964217Z,4186063,3.831,5,2025-05-17T09:50:35.964217Z,1,0,0,1,0
1349,1,Нравится скорость отработки заявок,оперативно разрешили данную проблему надеюсь что больше в данном месте после сварки протекать не будет,2025-05-17T09:50:48.453484Z,4185970,10.642,5,2025-05-17T09:50:48.453484Z,0,0,0,1,0
1350,1,Нравится качество работы сотрудников,спасибо сантехнику валерию что устранил гул у соседей,2025-05-17T09:50:53.906723Z,4185965,3.638,5,2025-05-17T09:50:53.906723Z,0,0,1,0,0
1351,1,Вопрос решен,батарея в ванной горячая спасибо,2025-05-17T09:50:59.421909Z,4185904,3.622,5,2025-05-17T09:50:59.421909Z,1,0,0,0,0
1352,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",огромное спасибо слесарям пришли быстро все устранили,2025-05-17T09:51:07.375748Z,4185836,6.029,5,2025-05-17T09:51:07.375748Z,0,0,1,1,0
1353,1,Вопрос решен,никто не приходил как гремело так и гремит после повторного обращения и переоткрытия заявки дефекты были устранены,2025-05-17T09:51:29.345924Z,4185789,20.164,5,2025-05-17T09:51:29.345924Z,1,0,0,0,0
1354,1,Нравится качество работы сотрудников,спасибо все сделал мастер,2025-05-17T09:51:34.981660Z,4185701,3.732,5,2025-05-17T09:51:34.981660Z,0,0,1,0,0
1355,1,Нравится качество работы сотрудников,приятный менеджер,2025-05-17T09:51:38.962308Z,4185671,2.128,5,2025-05-17T09:51:38.962308Z,0,0,1,0,0
1356,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо большое все быстро и по делу,2025-05-17T09:51:45.323388Z,4185653,4.433,5,2025-05-17T09:51:45.323388Z,0,1,0,1,0
1357,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо все сделали от начала заявки до регулировки батареи за минут очень толковый работник пришел,2025-05-17T09:51:55.904753Z,4185499,8.7,5,2025-05-17T09:51:55.904753Z,0,0,1,1,0
1358,1,Вопрос решен,а тлично,2025-05-17T09:52:01.654431Z,4185305,3.913,5,2025-05-17T09:52:01.654431Z,1,0,0,0,0
1359,1,Другое,оплатил,2025-05-17T09:52:07.486697Z,4185279,4.024,5,2025-05-17T09:52:07.486697Z,0,0,0,0,0
1360,1,Другое,лифт не работает кнопки не активны,2025-05-17T09:52:12.484824Z,4185235,3.216,5,2025-05-17T09:52:12.484824Z,0,0,0,0,0
1361,1,Вопрос решен,спасибо заменили лампу,2025-05-17T09:52:17.423132Z,4185154,3.103,5,2025-05-17T09:52:17.423132Z,1,0,0,0,0
1362,1,Другое,прошу просмотреть прошел ли платеж сегодня на новую сумму в квитанции деньги списали,2025-05-17T09:52:26.572899Z,4185044,7.325,5,2025-05-17T09:52:26.572899Z,0,0,0,0,0
1363,1,Другое,не передали в гарантийный отдел,2025-05-17T09:52:32.842473Z,4184979,4.288,5,2025-05-17T09:52:32.842473Z,0,0,0,0,0
1364,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",мастер быстро отреагировал сразу пришел проблему решили,2025-05-17T09:52:38.424317Z,4184905,3.753,5,2025-05-17T09:52:38.424317Z,0,0,1,1,0
1365,1,Нравится скорость отработки заявок,оперативно исправили,2025-05-17T09:52:45.386329Z,4184692,5.187,5,2025-05-17T09:52:45.386329Z,0,0,0,1,0
1366,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо всё быстро и качественно,2025-05-17T09:52:49.917839Z,4184636,2.627,5,2025-05-17T09:52:49.917839Z,0,1,0,1,0
1367,1,Нравится качество работы сотрудников,отлично спасибо мастер все установил как нужно,2025-05-17T09:52:57.724211Z,4184497,5.86,5,2025-05-17T09:52:57.724211Z,0,0,1,0,0
1368,1,Вопрос решен,спасибо за ликвидацию аварии,2025-05-17T09:53:02.240973Z,4184450,2.605,5,2025-05-17T09:53:02.240973Z,1,0,0,0,0
1369,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",мастер подошёл в течении минут спасибо огромное,2025-05-17T09:53:09.120100Z,4184444,5.047,5,2025-05-17T09:53:09.120100Z,0,0,1,1,0
1370,1,Другое,не работают грузовых лифта,2025-05-17T09:53:14.499156Z,4184403,3.527,5,2025-05-17T09:53:14.499156Z,0,0,0,0,0
1371,1,Нравится качество работы сотрудников,спасибо юлии и ерлану за решение вопроса,2025-05-17T09:53:19.675738Z,4184401,3.456,5,2025-05-17T09:53:19.675738Z,0,0,1,0,0
1372,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",быстро пришли течь устранили,2025-05-17T09:53:28.747882Z,4184362,6.884,5,2025-05-17T09:53:28.747882Z,1,0,0,1,0
1373,1,Вопрос решен,уборка была выполнена,2025-05-17T09:53:33.602716Z,4184236,3.03,5,2025-05-17T09:53:33.602716Z,1,0,0,0,0
1374,1,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",мастер все сделал хорошо все замазал установил крепко и подключил,2025-05-17T09:53:41.200760Z,4184131,5.775,5,2025-05-17T09:53:41.200760Z,1,0,1,0,0
1375,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",подача горячей воды в систему отопления была выполнена в течение мин с момента подачи заявки по отсутствию отопления,2025-05-17T09:53:59.942377Z,4184057,16.851,5,2025-05-17T09:53:59.942377Z,1,0,0,1,0
1376,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",подача горячей воды в систему горячего водоснабжения была выполнена в течение мин с момента подачи заявки по отсутствию горячей воды,2025-05-17T09:54:09.826670Z,4184051,7.261,5,2025-05-17T09:54:09.826670Z,1,0,0,1,0
1377,1,Вопрос решен,спасибо большое все хорошо сделали,2025-05-17T09:54:20.357376Z,4183926,8.731,5,2025-05-17T09:54:20.357376Z,1,0,0,0,0
1378,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",большое спасибо менеджеру репиной светлане за оперативное решение проблемы,2025-05-17T09:54:28.805667Z,4183879,6.222,5,2025-05-17T09:54:28.805667Z,0,0,1,1,0
1379,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",быстро устранили течь в шахте,2025-05-17T09:54:35.043868Z,4183869,4.379,5,2025-05-17T09:54:35.043868Z,1,0,0,1,0
1380,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",мастер приехал вовремя и устранил неполадки,2025-05-17T09:54:40.933452Z,4183815,3.959,5,2025-05-17T09:54:40.933452Z,0,0,1,1,0
1381,1,Нравится скорость отработки заявок,спасибо очень оперативно несмотря на праздники,2025-05-17T09:54:46.794500Z,4183772,4.037,5,2025-05-17T09:54:46.794500Z,0,0,0,1,0
1382,1,Нравится скорость отработки заявок,очень приятно что так оперативно отреагировали и решили вопрос спасибо большое,2025-05-17T09:54:53.870211Z,4183642,5.208,5,2025-05-17T09:54:53.870211Z,0,0,0,1,0
1383,1,Нравится скорость отработки заявок,быстро и хорошо спасибо,2025-05-17T09:55:01.787262Z,4183495,6.095,5,2025-05-17T09:55:01.787262Z,0,0,0,1,0
1384,1,Нравится скорость отработки заявок,починили быстро спасибо,2025-05-17T09:55:06.409077Z,4183490,2.773,5,2025-05-17T09:55:06.409077Z,0,0,0,1,0
1385,1,Нравится качество работы сотрудников,великолепный человек включил всё мы проверили работают ли все лампы и тд объяснил что можно сделать в следующий раз в такой ситуации спасибо ему,2025-05-17T09:55:19.105739Z,4183486,10.566,5,2025-05-17T09:55:19.105739Z,0,0,1,0,0
1386,1,Вопрос решен,засор устранили,2025-05-17T09:55:23.496073Z,4183452,2.389,5,2025-05-17T09:55:23.496073Z,1,0,0,0,0
